val_epoch,val_epoch__std,hidden_units,num_blocks,num_heads,dropout_rate,learning_rate,val_NDCG@10,val_NDCG@10__std,val_Recall@10,val_Recall@10__std,test_NDCG@10,test_NDCG@10__std,test_Recall@10,test_Recall@10__std
12.333333333333334,0.5773502691896255,128.0,4.0,2.0,0.3,0.0005,0.024153333333333332,0.0004046397574798264,0.048163333333333336,0.0008950046554813742,0.010549999999999999,0.0004036087214122106,0.021656666666666668,0.001333504155724059
19.333333333333332,0.5773502691896255,64.0,4.0,2.0,0.3,0.0005,0.023986666666666667,0.0004479211240088292,0.04613333333333333,0.0013376222685546663,0.010209999999999999,0.00017349351572897465,0.02050666666666667,0.0003881151032017871
8.0,1.0,256.0,4.0,2.0,0.3,0.0005,0.023963333333333333,0.00011372481406154719,0.04791666666666666,0.000873231546231202,0.010053333333333333,0.00068631868205181,0.021263333333333332,0.0015748756564673086
11.666666666666666,1.5275252316519468,64.0,4.0,2.0,0.3,0.001,0.023826666666666666,0.0004020364825899911,0.04717,0.0003464101615137784,0.010669999999999999,0.00024556058315617404,0.021716666666666665,0.0013707418915803722
9.0,1.0,256.0,2.0,4.0,0.20000000000000004,0.0005,0.023790000000000002,0.0003835361782153034,0.047720000000000005,0.001181143513718806,0.010450000000000001,0.00011789826122551663,0.02223,6.000000000000189e-05
10.0,1.0,256.0,2.0,2.0,0.20000000000000004,0.0005,0.02376666666666667,0.0002084066537645405,0.04677666666666667,0.0005220472520120473,0.01061,0.0001670329308849003,0.02280666666666667,0.0006102731628814534
20.666666666666668,3.785938897200183,64.0,4.0,4.0,0.3,0.0005,0.023760000000000003,0.00019157244060667903,0.04593333333333333,0.0002540341184434365,0.010333333333333333,0.00018717193521822017,0.02036666666666667,0.0005320087718575066
10.0,2.0,256.0,2.0,2.0,0.3,0.0005,0.023749999999999997,0.00033286633954186464,0.04747333333333333,0.0006008604940694121,0.01043,0.0006317436188834837,0.02229333333333333,0.0015755739694896377
8.0,0.0,256.0,4.0,4.0,0.20000000000000004,0.0005,0.023679999999999996,0.0003961060464067679,0.04722333333333334,0.0013788521796528211,0.009883333333333334,0.00011676186592091267,0.020683333333333335,0.0004099186911246354
11.0,1.0,128.0,4.0,4.0,0.20000000000000004,0.0005,0.02365,0.0003160696125855846,0.04687333333333333,0.0008473684755366651,0.01026,0.0003487119154832539,0.02076333333333333,0.0005320087718575066
16.666666666666668,4.04145188432738,128.0,2.0,2.0,0.3,0.0005,0.02359666666666667,0.00015275252316519392,0.047273333333333334,0.0012927619012538002,0.010369999999999999,0.0002600000000000009,0.021916666666666668,0.000710234702991437
5.333333333333333,2.3094010767585034,256.0,2.0,2.0,0.20000000000000004,0.001,0.02355666666666667,0.0007600219295081763,0.04697333333333333,0.0032576115995209326,0.009883333333333333,0.00027227437142216194,0.020806666666666668,0.0006269237061503865
16.333333333333332,5.033222956847167,128.0,2.0,4.0,0.3,0.0005,0.02351666666666667,0.00033501243758006077,0.047619999999999996,0.0011931470990619716,0.010593333333333335,0.00024027761721253548,0.022173333333333333,0.0009023487869628533
12.0,1.7320508075688772,128.0,2.0,2.0,0.20000000000000004,0.0005,0.023473333333333336,0.0005744852768638482,0.046726666666666666,0.000671217798731028,0.01033,0.0003439476704383967,0.021263333333333332,0.0008602519010925439
4.0,0.0,256.0,2.0,4.0,0.20000000000000004,0.001,0.023386666666666667,0.0002802379940931152,0.04737333333333333,0.0006712177987310324,0.009976666666666667,0.0003023794525647095,0.020983333333333336,0.0006045108215187991
7.333333333333333,0.5773502691896258,128.0,2.0,4.0,0.3,0.001,0.02338,0.0006428063471995285,0.04811666666666667,0.0013822566090756522,0.010186666666666667,0.00047268735262680044,0.021516666666666667,0.000760548048010993
9.0,2.0,128.0,2.0,2.0,0.3,0.001,0.023376666666666667,8.32666399786458e-05,0.047470000000000005,0.001721278594533727,0.01027,0.00014525839046334031,0.02179333333333333,0.0001871719352182208
10.666666666666666,1.5275252316519468,128.0,4.0,2.0,0.20000000000000004,0.0005,0.02334666666666667,0.0002482606157515395,0.04613333333333333,0.00030664855018951853,0.01029,0.0004011234224026314,0.020963333333333334,0.0009972629208655733
7.666666666666667,1.1547005383792517,128.0,4.0,4.0,0.3,0.001,0.023313333333333335,0.0006942862041934416,0.045586666666666664,0.0011243368415796628,0.00981,0.0003649657518178927,0.02037,0.001209255969594528
6.666666666666667,0.5773502691896257,128.0,4.0,4.0,0.20000000000000004,0.001,0.02329,0.0003819685850956877,0.04638,0.001467685252361694,0.009869999999999999,9.539392014169488e-05,0.02033,0.0005812916651733434
8.333333333333334,2.309401076758503,128.0,2.0,2.0,0.20000000000000004,0.001,0.023286666666666667,0.00026727015047201544,0.04618,0.0017723712929293325,0.010106666666666667,0.0003000555504124748,0.021459999999999996,0.0007418220810949207
11.666666666666666,1.5275252316519468,64.0,4.0,4.0,0.3,0.001,0.023286666666666667,0.0005030241876225576,0.04608333333333333,0.0014193777979570274,0.010546666666666668,0.0001778576209593872,0.021400000000000002,0.0007418220810949213
10.333333333333334,1.1547005383792515,64.0,2.0,2.0,0.3,0.001,0.023213333333333336,0.0005342596122984904,0.046033333333333336,0.001402580954288676,0.00974,0.0005957348403442592,0.02001333333333333,0.0012377937361827832
18.666666666666668,0.5773502691896255,64.0,4.0,2.0,0.20000000000000004,0.0005,0.0232,0.00040037482438335097,0.0443,0.001181143513718802,0.010233333333333332,0.0002441993720985646,0.02055,0.0001928730152198584
10.666666666666666,1.1547005383792515,64.0,4.0,2.0,0.20000000000000004,0.001,0.02312,0.0007163099887618496,0.04534,0.0014136123938336108,0.010233333333333332,0.0005250079364479492,0.020883333333333334,0.001249493230607247
10.333333333333334,1.1547005383792515,64.0,2.0,2.0,0.20000000000000004,0.001,0.02309,0.0008088881257627638,0.04549,0.0013399999999999983,0.010106666666666667,0.00035019042438840767,0.021183333333333332,0.0010006164766449385
6.0,1.0,128.0,2.0,4.0,0.20000000000000004,0.001,0.02305,0.0004942671342502968,0.04682666666666666,0.0020414292378951857,0.010276666666666667,0.00020033305601755628,0.021576666666666664,0.0009257069370666557
7.333333333333333,0.5773502691896257,128.0,4.0,2.0,0.3,0.001,0.022996666666666665,0.00036018513757973803,0.04628000000000001,0.0009889893831583857,0.009899999999999999,0.00043920382511995597,0.020213333333333333,0.001304505014683093
19.666666666666668,2.516611478423583,64.0,2.0,4.0,0.3,0.0005,0.022929999999999996,0.0007758221445666537,0.044893333333333334,0.001121888289150636,0.009583333333333333,0.0004940985056983412,0.01932,0.001188738827497445
10.666666666666666,1.1547005383792515,64.0,2.0,4.0,0.20000000000000004,0.001,0.022693333333333333,0.0007718376340483357,0.04549,0.0014136123938336123,0.010230000000000001,0.0002645751311064583,0.021003333333333332,0.0007452739988308569
18.666666666666668,6.027713773341708,64.0,2.0,4.0,0.20000000000000004,0.0005,0.022583333333333334,0.0006809062588442939,0.04400333333333334,0.001033456981849429,0.009606666666666666,0.0008264583070750351,0.019416666666666665,0.0027359519976295895
10.0,0.0,64.0,4.0,4.0,0.20000000000000004,0.001,0.02258,0.0004924428900898044,0.04385,0.0018075674261282771,0.010073333333333333,2.081665999466145e-05,0.020586666666666666,0.0002973774257292126
20.0,3.4641016151377544,64.0,2.0,2.0,0.20000000000000004,0.0005,0.022473333333333335,0.0007352777253074758,0.04439666666666667,0.001670698456733993,0.00992,0.0003487119154832539,0.02053,9.165151389911648e-05
7.0,2.0,256.0,4.0,2.0,0.20000000000000004,0.001,0.02241333333333333,0.0004631774318048482,0.043853333333333334,0.0017532065860398015,0.009856666666666666,8.020806277010624e-05,0.02045,0.0002749545416973499
33.0,48.49742261192856,256.0,4.0,2.0,0.3,0.001,0.020123333333333333,0.004553947005986492,0.038996666666666666,0.01173201318330888,0.008066666666666666,0.00270204243736721,0.016683333333333335,0.006181402214168994
