params,val_epoch,val_epoch__std,hidden_units,num_blocks,num_heads,dropout_rate,learning_rate,val_NDCG@10,val_NDCG@10__std,val_Recall@10,val_Recall@10__std,test_NDCG@10,test_NDCG@10__std,test_Recall@10,test_Recall@10__std
"(256, 4, 4, 0.2, 0.00075)",195.66666666666666,4.509249752822894,256.0,4.0,4.0,0.20000000000000004,0.0007500000000000001,0.18048,0.0033421998743342674,0.28701,0.004433046356626552,0.045343333333333326,0.006235545953108948,0.07814333333333334,0.009324206847412453
