config_file,hidden_units,num_blocks,num_heads,dropout_rate,learning_rate,seed,val_NDCG@10,val_Recall@10,val_epoch,test_NDCG@10,test_Recall@10,test_epoch,params,all_seeds
128-4-8-0.2-0.0005-42.yaml,128,4,8,0.2,0.0005,42,0.15233,0.25923,95,0.03639,0.06638,95,"(128, 4, 8, 0.2, 0.0005)","[42, 1, 256]"
128-4-8-0.2-0.0005-256.yaml,128,4,8,0.2,0.0005,256,0.15225,0.2574,96,0.03831,0.07045,96,"(128, 4, 8, 0.2, 0.0005)","[42, 1, 256]"
128-4-2-0.2-0.00075-42.yaml,128,4,2,0.2,0.00075,42,0.15214,0.25874,95,0.03267,0.05862,95,"(128, 4, 2, 0.2, 0.00075)",[42]
128-4-2-0.2-0.001-42.yaml,128,4,2,0.2,0.001,42,0.15175,0.25361,97,0.03333,0.05981,97,"(128, 4, 2, 0.2, 0.001)",[42]
128-4-4-0.2-0.0005-42.yaml,128,4,4,0.2,0.0005,42,0.14959,0.25379,97,0.03295,0.06043,97,"(128, 4, 4, 0.2, 0.0005)",[42]
128-4-2-0.2-0.0005-42.yaml,128,4,2,0.2,0.0005,42,0.14908,0.25299,99,0.03553,0.064,99,"(128, 4, 2, 0.2, 0.0005)",[42]
128-4-8-0.3-0.001-1.yaml,128,4,8,0.3,0.001,1,0.14817,0.25308,93,0.03798,0.06992,93,"(128, 4, 8, 0.3, 0.001)","[42, 1, 256]"
128-4-4-0.3-0.001-42.yaml,128,4,4,0.3,0.001,42,0.14669,0.25045,94,0.03913,0.07207,94,"(128, 4, 4, 0.3, 0.001)","[42, 1, 256]"
128-4-8-0.3-0.001-256.yaml,128,4,8,0.3,0.001,256,0.14642,0.2504,96,0.0337,0.06262,96,"(128, 4, 8, 0.3, 0.001)","[42, 1, 256]"
128-2-8-0.2-0.001-256.yaml,128,2,8,0.2,0.001,256,0.14641,0.24635,97,0.03586,0.06409,97,"(128, 2, 8, 0.2, 0.001)","[42, 256, 1]"
128-2-8-0.2-0.001-1.yaml,128,2,8,0.2,0.001,1,0.14613,0.24666,94,0.03382,0.06003,94,"(128, 2, 8, 0.2, 0.001)","[42, 256, 1]"
128-4-8-0.3-0.00075-256.yaml,128,4,8,0.3,0.00075,256,0.14599,0.2516,97,0.03897,0.07229,97,"(128, 4, 8, 0.3, 0.00075)","[42, 1, 256]"
128-2-8-0.2-0.001-42.yaml,128,2,8,0.2,0.001,42,0.14588,0.24563,100,0.03906,0.07042,100,"(128, 2, 8, 0.2, 0.001)","[42, 256, 1]"
128-2-4-0.2-0.00075-42.yaml,128,2,4,0.2,0.00075,42,0.14577,0.24563,100,0.03568,0.06506,100,"(128, 2, 4, 0.2, 0.00075)",[42]
128-2-8-0.2-0.00075-256.yaml,128,2,8,0.2,0.00075,256,0.14574,0.24617,100,0.03129,0.0579,100,"(128, 2, 8, 0.2, 0.00075)","[42, 1, 256]"
128-4-8-0.3-0.001-42.yaml,128,4,8,0.3,0.001,42,0.14562,0.25,87,0.03975,0.07364,87,"(128, 4, 8, 0.3, 0.001)","[42, 1, 256]"
128-4-8-0.3-0.0005-42.yaml,128,4,8,0.3,0.0005,42,0.14561,0.24933,100,0.03478,0.06663,100,"(128, 4, 8, 0.3, 0.0005)",[42]
128-2-4-0.2-0.001-42.yaml,128,2,4,0.2,0.001,42,0.14555,0.24318,100,0.03541,0.06438,100,"(128, 2, 4, 0.2, 0.001)",[42]
128-4-4-0.3-0.001-1.yaml,128,4,4,0.3,0.001,1,0.14538,0.24893,88,0.03902,0.07283,88,"(128, 4, 4, 0.3, 0.001)","[42, 1, 256]"
128-4-4-0.3-0.001-256.yaml,128,4,4,0.3,0.001,256,0.14532,0.24915,93,0.04292,0.08015,93,"(128, 4, 4, 0.3, 0.001)","[42, 1, 256]"
128-4-8-0.3-0.00075-1.yaml,128,4,8,0.3,0.00075,1,0.14522,0.24964,99,0.04217,0.07952,99,"(128, 4, 8, 0.3, 0.00075)","[42, 1, 256]"
128-4-8-0.3-0.00075-42.yaml,128,4,8,0.3,0.00075,42,0.14502,0.25103,95,0.03816,0.07042,95,"(128, 4, 8, 0.3, 0.00075)","[42, 1, 256]"
128-2-8-0.2-0.00075-42.yaml,128,2,8,0.2,0.00075,42,0.14487,0.24528,99,0.03744,0.06697,99,"(128, 2, 8, 0.2, 0.00075)","[42, 1, 256]"
128-4-4-0.3-0.00075-256.yaml,128,4,4,0.3,0.00075,256,0.14405,0.24773,96,0.03871,0.07223,96,"(128, 4, 4, 0.3, 0.00075)","[42, 1, 256]"
128-4-4-0.3-0.0005-1.yaml,128,4,4,0.3,0.0005,1,0.14392,0.2492,97,0.03568,0.06848,97,"(128, 4, 4, 0.3, 0.0005)","[42, 256, 1]"
128-2-8-0.2-0.0005-42.yaml,128,2,8,0.2,0.0005,42,0.1438,0.24684,99,0.03396,0.06184,99,"(128, 2, 8, 0.2, 0.0005)",[42]
128-4-4-0.3-0.00075-1.yaml,128,4,4,0.3,0.00075,1,0.14371,0.24786,100,0.03518,0.06603,100,"(128, 4, 4, 0.3, 0.00075)","[42, 1, 256]"
128-2-8-0.2-0.00075-1.yaml,128,2,8,0.2,0.00075,1,0.1435,0.24505,97,0.03135,0.05805,97,"(128, 2, 8, 0.2, 0.00075)","[42, 1, 256]"
128-4-4-0.3-0.0005-42.yaml,128,4,4,0.3,0.0005,42,0.14348,0.24848,100,0.03818,0.07279,100,"(128, 4, 4, 0.3, 0.0005)","[42, 256, 1]"
128-4-4-0.3-0.00075-42.yaml,128,4,4,0.3,0.00075,42,0.1433,0.24621,92,0.03833,0.07207,92,"(128, 4, 4, 0.3, 0.00075)","[42, 1, 256]"
128-2-2-0.2-0.001-42.yaml,128,2,2,0.2,0.001,42,0.14283,0.24224,99,0.03176,0.0579,99,"(128, 2, 2, 0.2, 0.001)",[42]
128-4-4-0.3-0.0005-256.yaml,128,4,4,0.3,0.0005,256,0.14237,0.24599,96,0.03615,0.06844,96,"(128, 4, 4, 0.3, 0.0005)","[42, 256, 1]"
128-2-4-0.2-0.0005-42.yaml,128,2,4,0.2,0.0005,42,0.14237,0.24349,100,0.03471,0.06297,100,"(128, 2, 4, 0.2, 0.0005)",[42]
128-2-2-0.2-0.0005-42.yaml,128,2,2,0.2,0.0005,42,0.14227,0.24238,97,0.03227,0.05931,97,"(128, 2, 2, 0.2, 0.0005)",[42]
128-2-2-0.2-0.00075-42.yaml,128,2,2,0.2,0.00075,42,0.14213,0.24055,100,0.03009,0.05521,100,"(128, 2, 2, 0.2, 0.00075)",[42]
128-4-2-0.3-0.0005-42.yaml,128,4,2,0.3,0.0005,42,0.14059,0.24519,100,0.03221,0.06165,100,"(128, 4, 2, 0.3, 0.0005)",[42]
128-2-8-0.3-0.00075-256.yaml,128,2,8,0.3,0.00075,256,0.13746,0.23645,99,0.03742,0.07038,99,"(128, 2, 8, 0.3, 0.00075)","[42, 1, 256]"
128-2-8-0.3-0.001-256.yaml,128,2,8,0.3,0.001,256,0.13711,0.23895,99,0.03556,0.06663,99,"(128, 2, 8, 0.3, 0.001)","[42, 1, 256]"
128-2-8-0.3-0.001-1.yaml,128,2,8,0.3,0.001,1,0.13694,0.23752,88,0.03855,0.0712,88,"(128, 2, 8, 0.3, 0.001)","[42, 1, 256]"
128-2-8-0.3-0.00075-42.yaml,128,2,8,0.3,0.00075,42,0.13584,0.23649,99,0.03658,0.06794,99,"(128, 2, 8, 0.3, 0.00075)","[42, 1, 256]"
128-2-8-0.3-0.001-42.yaml,128,2,8,0.3,0.001,42,0.13576,0.23654,98,0.03639,0.0692,98,"(128, 2, 8, 0.3, 0.001)","[42, 1, 256]"
128-2-8-0.3-0.0005-42.yaml,128,2,8,0.3,0.0005,42,0.13526,0.23685,100,0.03402,0.06535,100,"(128, 2, 8, 0.3, 0.0005)",[42]
128-2-4-0.3-0.00075-42.yaml,128,2,4,0.3,0.00075,42,0.13501,0.23551,100,0.02919,0.05621,100,"(128, 2, 4, 0.3, 0.00075)",[42]
128-2-4-0.3-0.001-256.yaml,128,2,4,0.3,0.001,256,0.13497,0.23222,94,0.03617,0.06747,94,"(128, 2, 4, 0.3, 0.001)","[42, 1, 256]"
